height_1,height_2,width_1,width_fix_1,width_2,width_fix_2,width_3,width_fix_3,heart_girth,b_spline_girth,chest_depth,oblique_l_dist,oblique_r_dist,ilium_wid_l_dist,ilium_wid_r_dist
1.18089,1.17802,0.458677,0.451812,0.393633,0.378874,0.461008,0.448757,1.71191,1.71076,0.29492,1.37122,1.27825,0.421297,0.366323
