iteration: 500, loss: 0.0175, scmap loss: 0.0141, locref loss: 0.0008, limb loss: 0.0027, lr: 0.0001
iteration: 1000, loss: 0.0060, scmap loss: 0.0055, locref loss: 0.0001, limb loss: 0.0004, lr: 0.0001
iteration: 1500, loss: 0.0050, scmap loss: 0.0045, locref loss: 0.0001, limb loss: 0.0004, lr: 0.0001
iteration: 2000, loss: 0.0045, scmap loss: 0.0041, locref loss: 0.0001, limb loss: 0.0003, lr: 0.0001
iteration: 2500, loss: 0.0041, scmap loss: 0.0038, locref loss: 0.0001, limb loss: 0.0003, lr: 0.0001
iteration: 3000, loss: 0.0039, scmap loss: 0.0036, locref loss: 0.0001, limb loss: 0.0002, lr: 0.0001
iteration: 3500, loss: 0.0038, scmap loss: 0.0035, locref loss: 0.0001, limb loss: 0.0002, lr: 0.0001
iteration: 4000, loss: 0.0035, scmap loss: 0.0033, locref loss: 0.0000, limb loss: 0.0002, lr: 0.0001
iteration: 4500, loss: 0.0034, scmap loss: 0.0032, locref loss: 0.0000, limb loss: 0.0002, lr: 0.0001
iteration: 5000, loss: 0.0032, scmap loss: 0.0030, locref loss: 0.0000, limb loss: 0.0002, lr: 0.0001
iteration: 5500, loss: 0.0031, scmap loss: 0.0029, locref loss: 0.0000, limb loss: 0.0002, lr: 0.0001
iteration: 6000, loss: 0.0031, scmap loss: 0.0029, locref loss: 0.0000, limb loss: 0.0002, lr: 0.0001
iteration: 6500, loss: 0.0030, scmap loss: 0.0028, locref loss: 0.0000, limb loss: 0.0001, lr: 0.0001
iteration: 7000, loss: 0.0030, scmap loss: 0.0028, locref loss: 0.0000, limb loss: 0.0001, lr: 0.0001
iteration: 7500, loss: 0.0029, scmap loss: 0.0027, locref loss: 0.0000, limb loss: 0.0001, lr: 0.0001
iteration: 8000, loss: 0.0026, scmap loss: 0.0025, locref loss: 0.0000, limb loss: 0.0001, lr: 5e-05
iteration: 8500, loss: 0.0026, scmap loss: 0.0025, locref loss: 0.0000, limb loss: 0.0001, lr: 5e-05
iteration: 9000, loss: 0.0025, scmap loss: 0.0024, locref loss: 0.0000, limb loss: 0.0001, lr: 5e-05
iteration: 9500, loss: 0.0025, scmap loss: 0.0023, locref loss: 0.0000, limb loss: 0.0001, lr: 5e-05
iteration: 10000, loss: 0.0024, scmap loss: 0.0023, locref loss: 0.0000, limb loss: 0.0001, lr: 5e-05
iteration: 10500, loss: 0.0025, scmap loss: 0.0023, locref loss: 0.0000, limb loss: 0.0001, lr: 5e-05
iteration: 11000, loss: 0.0024, scmap loss: 0.0023, locref loss: 0.0000, limb loss: 0.0001, lr: 5e-05
iteration: 11500, loss: 0.0024, scmap loss: 0.0023, locref loss: 0.0000, limb loss: 0.0001, lr: 5e-05
iteration: 12000, loss: 0.0024, scmap loss: 0.0023, locref loss: 0.0000, limb loss: 0.0001, lr: 5e-05
iteration: 12500, loss: 0.0022, scmap loss: 0.0021, locref loss: 0.0000, limb loss: 0.0001, lr: 1e-05
iteration: 13000, loss: 0.0022, scmap loss: 0.0021, locref loss: 0.0000, limb loss: 0.0001, lr: 1e-05
iteration: 13500, loss: 0.0022, scmap loss: 0.0020, locref loss: 0.0000, limb loss: 0.0001, lr: 1e-05
iteration: 14000, loss: 0.0021, scmap loss: 0.0020, locref loss: 0.0000, limb loss: 0.0001, lr: 1e-05
