0.15369,0.320948,2.07
0.192269,0.313552,2.059
0.22884,0.298565,2.034
0.261766,0.2925,2.031
0.302183,0.28284,2.042
0.33979,0.276068,2.034
0.378929,0.265117,2.036
0.412547,0.259715,2.038
0.44688,0.246042,2.018
0.488567,0.242087,2.032
